Region,City,Boric,Boric_per,Kast,Kast_per,Votos_Emitidos,Votos_Emitidos_per,Votos_Nulos,Votos_Nulos_per,Votos_Blancos,Votos_Blancos_per,Votos_Total,Votos_Total_per,City_id,City_with_id,Region_id,Region_with_id
DE LA ARAUCANIA,TOLTEN,1931,36.14,3412,63.86,5343,98.85,40,0.74,22,0.41,5405,100.0,95,95-TOLTEN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,TRAIGUEN,3535,36.74,6086,63.26,9621,98.98,77,0.79,22,0.23,9720,100.0,107,107-TRAIGUEN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,VICTORIA,4899,28.54,12266,71.46,17165,99.15,117,0.68,30,0.17,17312,100.0,108,108-VICTORIA,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,VILCUN,4764,36.78,8190,63.22,12954,98.82,117,0.89,38,0.29,13109,100.0,96,96-VILCUN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,VILLARRICA,12289,42.45,16662,57.55,28951,99.01,207,0.71,82,0.28,29240,100.0,97,97-VILLARRICA,1095,1095-DE LA ARAUCANIA
DE LOS RIOS,total,95290,50.47,93518,49.53,188808,98.94,1421,0.74,601,0.31,190830,100.0,-99,total,1094,1094-DE LOS RIOS
DE LOS RIOS,CORRAL,1844,64.84,1000,35.16,2844,99.34,13,0.45,6,0.21,2863,100.0,138,138-CORRAL,1094,1094-DE LOS RIOS
DE LOS RIOS,FUTRONO,2786,36.24,4902,63.76,7688,98.87,60,0.77,28,0.36,7776,100.0,139,139-FUTRONO,1094,1094-DE LOS RIOS
DE LOS RIOS,LA UNION,8200,43.63,10594,56.37,18794,99.08,124,0.65,50,0.26,18968,100.0,140,140-LA UNION,1094,1094-DE LOS RIOS
DE LOS RIOS,LAGO RANCO,1940,38.61,3085,61.39,5025,98.7,35,0.69,31,0.61,5091,100.0,141,141-LAGO RANCO,1094,1094-DE LOS RIOS
DE LOS RIOS,LANCO,4090,49.29,4208,50.71,8298,98.93,61,0.73,29,0.35,8388,100.0,142,142-LANCO,1094,1094-DE LOS RIOS
DE LOS RIOS,LOS LAGOS,4038,43.37,5272,56.63,9310,99.03,60,0.64,31,0.33,9401,100.0,143,143-LOS LAGOS,1094,1094-DE LOS RIOS
DE LOS RIOS,MAFIL,1527,40.21,2271,59.79,3798,98.93,31,0.81,10,0.26,3839,100.0,144,144-MAFIL,1094,1094-DE LOS RIOS
DE LOS RIOS,MARIQUINA,4854,51.86,4505,48.14,9359,99.19,47,0.5,29,0.31,9435,100.0,145,145-MARIQUINA,1094,1094-DE LOS RIOS
DE LOS RIOS,PAILLACO,4229,42.1,5815,57.9,10044,99.0,79,0.78,22,0.22,10145,100.0,146,146-PAILLACO,1094,1094-DE LOS RIOS
DE LOS RIOS,PANGUIPULLI,7035,44.13,8907,55.87,15942,98.57,162,1.0,69,0.43,16173,100.0,147,147-PANGUIPULLI,1094,1094-DE LOS RIOS
DE LOS RIOS,RIO BUENO,6366,40.22,9462,59.78,15828,99.03,117,0.73,38,0.24,15983,100.0,148,148-RIO BUENO,1094,1094-DE LOS RIOS
DE LOS RIOS,VALDIVIA,48381,59.09,33497,40.91,81878,98.92,632,0.76,258,0.31,82768,100.0,149,149-VALDIVIA,1094,1094-DE LOS RIOS
DE LOS LAGOS,total,191925,50.05,191554,49.95,383479,98.89,3070,0.79,1227,0.32,387776,100.0,-99,total,1093,1093-DE LOS LAGOS
DE LOS LAGOS,ANCUD,10412,55.87,8225,44.13,18637,99.12,118,0.63,48,0.26,18803,100.0,342,342-ANCUD,1093,1093-DE LOS LAGOS
DE LOS LAGOS,CALBUCO,6523,46.79,7418,53.21,13941,98.84,107,0.76,56,0.4,14104,100.0,118,118-CALBUCO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,CASTRO,12308,59.79,8276,40.21,20584,98.87,167,0.8,68,0.33,20819,100.0,109,109-CASTRO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,CHAITEN,883,44.82,1087,55.18,1970,98.75,15,0.75,10,0.5,1995,100.0,134,134-CHAITEN,1093,1093-DE LOS LAGOS
DE LOS LAGOS,CHONCHI,3964,62.43,2386,37.57,6350,98.88,46,0.72,26,0.4,6422,100.0,110,110-CHONCHI,1093,1093-DE LOS LAGOS
DE LOS LAGOS,COCHAMO,690,36.03,1225,63.97,1915,98.26,18,0.92,16,0.82,1949,100.0,119,119-COCHAMO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,CURACO DE VELEZ,1041,57.74,762,42.26,1803,98.42,20,1.09,9,0.49,1832,100.0,111,111-CURACO DE VELEZ,1093,1093-DE LOS LAGOS
DE LOS LAGOS,DALCAHUE,3024,53.62,2616,46.38,5640,98.77,46,0.81,24,0.42,5710,100.0,112,112-DALCAHUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,FRESIA,2912,45.41,3501,54.59,6413,98.9,51,0.79,20,0.31,6484,100.0,120,120-FRESIA,1093,1093-DE LOS LAGOS
DE LOS LAGOS,FRUTILLAR,4276,44.5,5333,55.5,9609,99.02,75,0.77,20,0.21,9704,100.0,121,121-FRUTILLAR,1093,1093-DE LOS LAGOS
DE LOS LAGOS,FUTALEUFU,558,39.49,855,60.51,1413,98.67,14,0.98,5,0.35,1432,100.0,135,135-FUTALEUFU,1093,1093-DE LOS LAGOS
DE LOS LAGOS,HUALAIHUE,2046,48.4,2181,51.6,4227,98.74,33,0.77,21,0.49,4281,100.0,136,136-HUALAIHUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,LLANQUIHUE,2499,30.98,5567,69.02,8066,98.96,50,0.61,35,0.43,8151,100.0,122,122-LLANQUIHUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,LOS MUERMOS,2499,30.98,5567,69.02,8066,98.96,50,0.61,35,0.43,8151,100.0,123,123-LOS MUERMOS,1093,1093-DE LOS LAGOS
DE LOS LAGOS,MAULLIN,2791,40.58,4086,59.42,6877,98.85,51,0.73,29,0.42,6957,100.0,124,124-MAULLIN,1093,1093-DE LOS LAGOS
DE LOS LAGOS,OSORNO,40375,51.58,37894,48.42,78269,99.0,620,0.78,173,0.22,79062,100.0,127,127-OSORNO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PALENA,441,49.55,449,50.45,890,99.11,3,0.33,5,0.56,898,100.0,137,137-PALENA,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUERTO MONTT,50224,49.45,51340,50.55,101564,98.91,830,0.81,287,0.28,102681,100.0,125,125-PUERTO MONTT,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUERTO OCTAY,2592,55.3,2095,44.7,4687,99.01,36,0.76,11,0.23,4734,100.0,128,128-PUERTO OCTAY,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUERTO VARAS,11164,42.48,15117,57.52,26281,98.5,289,1.08,110,0.41,26680,100.0,126,126-PUERTO VARAS,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUQUELDON,1159,65.52,610,34.48,1769,99.1,9,0.5,7,0.39,1785,100.0,113,113-PUQUELDON,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PURRANQUE,4509,43.61,5830,56.39,10339,98.93,68,0.65,44,0.42,10451,100.0,129,129-PURRANQUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUYEHUE,2899,45.89,3418,54.11,6317,98.92,47,0.74,22,0.34,6386,100.0,130,130-PUYEHUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,QUEILEN,1573,58.76,1104,41.24,2677,99.15,16,0.59,7,0.26,2700,100.0,114,114-QUEILEN,1093,1093-DE LOS LAGOS
DE LOS LAGOS,QUELLON,5543,55.42,4458,44.58,10001,98.52,104,1.02,46,0.45,10151,100.0,115,115-QUELLON,1093,1093-DE LOS LAGOS
DE LOS LAGOS,QUEMCHI,1974,53.77,1697,46.23,3671,99.11,20,0.54,13,0.35,3704,100.0,116,116-QUEMCHI,1093,1093-DE LOS LAGOS
DE LOS LAGOS,QUINCHAO,2405,68.07,1128,31.93,3533,98.66,28,0.78,20,0.56,3581,100.0,117,117-QUINCHAO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,RIO NEGRO,3372,47.0,3803,53.0,7175,98.98,50,0.69,24,0.33,7249,100.0,131,131-RIO NEGRO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,SAN JUAN DE LA COSTA,2419,56.45,1866,43.55,4285,98.69,34,0.78,23,0.53,4342,100.0,132,132-SAN JUAN DE LA COSTA,1093,1093-DE LOS LAGOS
DE LOS LAGOS,SAN PABLO,2710,48.86,2837,51.14,5547,99.12,32,0.57,17,0.3,5596,100.0,133,133-SAN PABLO,1093,1093-DE LOS LAGOS
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,total,25869,56.26,20111,43.74,45980,98.91,356,0.77,153,0.33,46489,100.0,-99,total,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,6354,61.82,3924,38.18,10278,98.97,69,0.66,38,0.37,10385,100.0,11007,11007-AYSEN,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CHILE CHICO,1421,62.9,838,37.1,2259,98.35,31,1.35,7,0.3,2297,100.0,393,393-CHILE CHICO,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CISNES,1183,48.72,1245,51.28,2428,99.35,9,0.37,7,0.29,2444,100.0,12157,12157-CISNES,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,COCHRANE,843,51.59,791,48.41,1634,98.49,15,0.9,10,0.6,1659,100.0,3515,3515-COCHRANE,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,COYHAIQUE,14430,55.33,11650,44.67,26080,98.93,199,0.75,82,0.31,26361,100.0,10993,10993-COYHAIQUE,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,GUAITECAS,365,58.49,259,41.51,624,99.05,6,0.95,0,0.0,630,100.0,6751,6751-GUAITECAS,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,LAGO VERDE,255,44.66,316,55.34,571,97.94,7,1.2,5,0.86,583,100.0,457,457-LAGO VERDE,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,O'HIGGINS,151,47.34,168,52.66,319,99.38,1,0.31,1,0.31,321,100.0,5,5-O'HIGGINS,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,RIO IBAÑEZ,714,46.03,837,53.97,1551,98.92,15,0.96,2,0.13,1568,100.0,10,10-RIO IBAÑEZ,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,TORTEL,153,64.83,83,35.17,236,97.93,4,1.66,1,0.41,241,100.0,2047,2047-TORTEL,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE MAGALLANES Y DE LA ANTARTICA CHILENA,total,47835,61.29,30217,38.71,78052,98.88,696,0.88,188,0.24,78936,100.0,-99,total,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ANTARTICA,7,21.21,26,78.79,33,100.0,0,0.0,0,0.0,33,100.0,-99,ANTARTICA,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS,272,35.46,495,64.54,767,99.87,1,0.13,0,0.0,768,100.0,5468,5468-CABO DE HORNOS,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,LAGUNA BLANCA,166,48.97,173,51.03,339,98.55,2,0.58,3,0.87,344,100.0,150,150-LAGUNA BLANCA,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,6024,63.45,3470,36.55,9494,99.02,68,0.71,26,0.27,9588,100.0,22513,22513-NATALES,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PORVENIR,1585,65.9,820,34.1,2405,99.18,16,0.66,4,0.16,2425,100.0,345,345-PORVENIR,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PRIMAVERA,215,68.25,100,31.75,315,98.13,5,1.56,1,0.31,321,100.0,4572,4572-PRIMAVERA,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,38851,61.35,24476,38.65,63327,98.83,598,0.93,150,0.23,64075,100.0,17170,17170-PUNTA ARENAS,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,RIO VERDE,140,48.28,150,51.72,290,98.98,2,0.68,1,0.34,293,100.0,10800,10800-RIO VERDE,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,SAN GREGORIO,136,51.71,127,48.29,263,99.25,1,0.38,1,0.38,265,100.0,153,153-SAN GREGORIO,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,TIMAUKEL,48,40.34,71,59.66,119,99.17,0,0.0,1,0.83,120,100.0,343,343-TIMAUKEL,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,TORRES DEL PAINE,391,55.86,309,44.14,700,99.43,3,0.43,1,0.14,704,100.0,10982,10982-TORRES DEL PAINE,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
