Region,City,Boric,Boric_per,Kast,Kast_per,Votos_Emitidos,Votos_Emitidos_per,Votos_Nulos,Votos_Nulos_per,Votos_Blancos,Votos_Blancos_per,Votos_Total,Votos_Total_per,City_id,City_with_id,Region_id,Region_with_id
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CODEGUA,3986,61.96,2447,38.04,6433,99.05,49,0.75,13,0.2,6495,100.0,29,29-CODEGUA,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COINCO,2153,52.71,1932,47.29,4085,99.15,25,0.61,10,0.24,4120,100.0,30,30-COINCO,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLTAUCO,4844,55.85,3829,44.15,8673,99.05,60,0.69,23,0.26,8756,100.0,31,31-COLTAUCO,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DOÑIHUE,6427,60.84,4136,39.16,10563,99.03,78,0.73,26,0.24,10667,100.0,32,32-DOÑIHUE,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,GRANEROS,10092,64.02,5673,35.98,15765,98.95,120,0.75,48,0.3,15933,100.0,34,34-GRANEROS,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,LA ESTRELLA,1085,48.01,1175,51.99,2260,99.04,14,0.61,8,0.35,2282,100.0,46,46-LA ESTRELLA,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,LAS CABRAS,6030,55.51,4833,44.49,10863,99.28,53,0.48,26,0.24,10942,100.0,35,35-LAS CABRAS,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,LITUECHE,2023,51.25,1924,48.75,3947,99.37,16,0.4,9,0.23,3972,100.0,47,47-LITUECHE,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,LOLOL,1822,47.81,1989,52.19,3811,99.24,18,0.47,11,0.29,3840,100.0,54,54-LOLOL,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MACHALI,13176,55.35,10630,44.65,23806,98.8,227,0.94,62,0.26,24095,100.0,36,36-MACHALI,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MALLOA,3443,50.54,3370,49.46,6813,98.98,48,0.7,22,0.32,6883,100.0,37,37-MALLOA,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MARCHIGUE,2209,54.68,1831,45.32,4040,99.14,28,0.69,7,0.17,4075,100.0,48,48-MARCHIGUE,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MOSTAZAL,7721,63.34,4469,36.66,12190,98.94,97,0.79,34,0.28,12321,100.0,44,44-MOSTAZAL,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,4839,57.14,3629,42.86,8468,99.24,45,0.53,20,0.23,8533,100.0,55,55-NANCAGUA,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NAVIDAD,2376,57.67,1744,42.33,4120,98.75,38,0.91,14,0.34,4172,100.0,49,49-NAVIDAD,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,OLIVAR,3900,53.63,3372,46.37,7272,98.86,66,0.9,18,0.24,7356,100.0,33,33-OLIVAR,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PALMILLA,3119,52.41,2832,47.59,5951,99.13,33,0.55,19,0.32,6003,100.0,56,56-PALMILLA,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PAREDONES,2065,53.24,1814,46.76,3879,99.31,16,0.41,11,0.28,3906,100.0,50,50-PAREDONES,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PERALILLO,3284,55.53,2630,44.47,5914,98.95,43,0.72,20,0.33,5977,100.0,57,57-PERALILLO,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PEUMO,4842,65.73,2524,34.27,7366,99.02,54,0.73,19,0.26,7439,100.0,38,38-PEUMO,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHIDEGUA,4977,57.85,3626,42.15,8603,99.12,53,0.61,23,0.27,8679,100.0,39,39-PICHIDEGUA,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHILEMU,5797,56.33,4495,43.67,10292,98.94,83,0.8,27,0.26,10402,100.0,51,51-PICHILEMU,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PLACILLA,2666,55.89,2104,44.11,4770,99.19,29,0.6,10,0.21,4809,100.0,58,58-PLACILLA,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PUMANQUE,1221,50.02,1220,49.98,2441,99.23,14,0.57,5,0.2,2460,100.0,59,59-PUMANQUE,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,QUINTA DE TILCOCO,4183,57.49,3093,42.51,7276,98.87,58,0.79,25,0.34,7359,100.0,40,40-QUINTA DE TILCOCO,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,65759,59.67,44445,40.33,110204,98.94,936,0.84,246,0.22,111386,100.0,41,41-RANCAGUA,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,16478,60.28,10859,39.72,27337,99.07,172,0.62,86,0.31,27595,100.0,42,42-RENGO,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,REQUINOA,7165,53.5,6228,46.5,13393,99.07,103,0.76,23,0.17,13519,100.0,43,43-REQUINOA,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,20064,55.95,15795,44.05,35859,99.08,262,0.72,72,0.2,36193,100.0,60,60-SAN FERNANDO,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN VICENTE,13362,58.14,9620,41.86,22982,99.18,132,0.57,59,0.25,23173,100.0,45,45-SAN VICENTE,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SANTA CRUZ,8439,50.11,8403,49.89,16842,99.29,85,0.5,36,0.21,16963,100.0,61,61-SANTA CRUZ,1099,1099-DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
DEL MAULE,total,240138,48.96,250327,51.04,490465,99.03,3543,0.72,1276,0.26,495284,100.0,-99,total,1098,1098-DEL MAULE
DEL MAULE,CAUQUENES,6219,31.86,13299,68.14,19518,99.17,123,0.62,40,0.2,19681,100.0,258,258-CAUQUENES,1098,1098-DEL MAULE
DEL MAULE,CHANCO,1584,31.06,3515,68.94,5099,98.86,44,0.85,15,0.29,5158,100.0,259,259-CHANCO,1098,1098-DEL MAULE
DEL MAULE,COLBUN,4973,54.24,4196,45.76,9169,99.06,52,0.56,35,0.38,9256,100.0,270,270-COLBUN,1098,1098-DEL MAULE
DEL MAULE,CONSTITUCION,10774,51.72,10056,48.28,20830,98.68,214,1.01,65,0.31,21109,100.0,278,278-CONSTITUCION,1098,1098-DEL MAULE
DEL MAULE,CUREPTO,2834,53.81,2433,46.19,5267,98.86,42,0.79,19,0.36,5328,100.0,279,279-CUREPTO,1098,1098-DEL MAULE
DEL MAULE,CURICO,36040,52.94,32035,47.06,68075,98.94,548,0.8,180,0.26,68803,100.0,261,261-CURICO,1098,1098-DEL MAULE
DEL MAULE,EMPEDRADO,644,26.38,1797,73.62,2441,98.43,31,1.25,8,0.32,2480,100.0,280,280-EMPEDRADO,1098,1098-DEL MAULE
DEL MAULE,HUALAÑE,3167,56.46,2442,43.54,5609,98.91,35,0.62,27,0.48,5671,100.0,262,262-HUALAÑE,1098,1098-DEL MAULE
DEL MAULE,LICANTEN,2219,56.77,1690,43.23,3909,98.96,19,0.48,22,0.56,3950,100.0,263,263-LICANTEN,1098,1098-DEL MAULE
DEL MAULE,LINARES,20962,47.67,23014,52.33,43976,99.15,274,0.62,104,0.23,44354,100.0,271,271-LINARES,1098,1098-DEL MAULE
DEL MAULE,LONGAVI,5066,37.91,8297,62.09,13363,99.18,78,0.58,33,0.24,13474,100.0,272,272-LONGAVI,1098,1098-DEL MAULE
DEL MAULE,MAULE,6959,49.3,7158,50.7,14117,98.93,109,0.76,43,0.3,14269,100.0,281,281-MAULE,1098,1098-DEL MAULE
DEL MAULE,MOLINA,13143,57.87,9569,42.13,22712,99.02,164,0.72,60,0.26,22936,100.0,264,264-MOLINA,1098,1098-DEL MAULE
DEL MAULE,PARRAL,8478,41.21,12097,58.79,20575,99.06,155,0.75,41,0.2,20771,100.0,273,273-PARRAL,1098,1098-DEL MAULE
DEL MAULE,PELARCO,2000,43.03,2648,56.97,4648,99.19,28,0.6,10,0.21,4686,100.0,282,282-PELARCO,1098,1098-DEL MAULE
DEL MAULE,PELLUHUE,1748,34.68,3292,65.32,5040,99.12,33,0.65,12,0.24,5085,100.0,260,260-PELLUHUE,1098,1098-DEL MAULE
DEL MAULE,PENCAHUE,2356,39.76,3569,60.24,5925,99.2,36,0.6,12,0.2,5973,100.0,283,283-PENCAHUE,1098,1098-DEL MAULE
DEL MAULE,RAUCO,2513,46.19,2927,53.81,5440,99.09,42,0.77,8,0.15,5490,100.0,265,265-RAUCO,1098,1098-DEL MAULE
DEL MAULE,RETIRO,3072,33.09,6213,66.91,9285,99.36,31,0.33,29,0.31,9345,100.0,274,274-RETIRO,1098,1098-DEL MAULE
DEL MAULE,RIO CLARO,2992,45.73,3551,54.27,6543,98.82,51,0.77,27,0.41,6621,100.0,284,284-RIO CLARO,1098,1098-DEL MAULE
DEL MAULE,ROMERAL,3564,45.42,4282,54.58,7846,98.9,56,0.71,31,0.39,7933,100.0,266,266-ROMERAL,1098,1098-DEL MAULE
DEL MAULE,SAGRADA FAMILIA,5083,55.53,4070,44.47,9153,99.04,68,0.74,21,0.23,9242,100.0,267,267-SAGRADA FAMILIA,1098,1098-DEL MAULE
DEL MAULE,SAN CLEMENTE,9537,51.31,9050,48.69,18587,98.86,159,0.85,56,0.3,18802,100.0,285,285-SAN CLEMENTE,1098,1098-DEL MAULE
DEL MAULE,SAN JAVIER,9327,45.66,11102,54.34,20429,99.13,140,0.68,40,0.19,20609,100.0,275,275-SAN JAVIER,1098,1098-DEL MAULE
DEL MAULE,SAN RAFAEL,2329,47.91,2532,52.09,4861,98.98,34,0.69,16,0.33,4911,100.0,286,286-SAN RAFAEL,1098,1098-DEL MAULE
DEL MAULE,TALCA,58423,54.58,48625,45.42,107048,99.08,761,0.7,236,0.22,108045,100.0,287,287-TALCA,1098,1098-DEL MAULE
DEL MAULE,TENO,5779,47.2,6465,52.8,12244,98.95,90,0.73,40,0.32,12374,100.0,268,268-TENO,1098,1098-DEL MAULE
DEL MAULE,VICHUQUEN,1452,44.7,1796,55.3,3248,98.78,27,0.82,13,0.4,3288,100.0,269,269-VICHUQUEN,1098,1098-DEL MAULE
DEL MAULE,VILLA ALEGRE,3400,44.62,4220,55.38,7620,99.27,42,0.55,14,0.18,7676,100.0,276,276-VILLA ALEGRE,1098,1098-DEL MAULE
DEL MAULE,YERBAS BUENAS,3501,44.38,4387,55.62,7888,99.05,57,0.72,19,0.24,7964,100.0,277,277-YERBAS BUENAS,1098,1098-DEL MAULE
DE ÑUBLE,total,96835,41.45,136781,58.55,233616,99.03,1712,0.73,575,0.24,235903,100.0,-99,total,1097,1097-DE ÑUBLE
DE ÑUBLE,BULNES,4313,41.09,6184,58.91,10497,99.09,69,0.65,27,0.25,10593,100.0,237,237-BULNES,1097,1097-DE ÑUBLE
DE ÑUBLE,CHILLAN,40277,47.05,45331,52.95,85608,98.99,684,0.79,192,0.22,86484,100.0,238,238-CHILLAN,1097,1097-DE ÑUBLE
DE ÑUBLE,CHILLAN VIEJO,6085,45.84,7189,54.16,13274,99.1,96,0.72,25,0.19,13395,100.0,239,239-CHILLAN VIEJO,1097,1097-DE ÑUBLE
DE ÑUBLE,COBQUECURA,1483,43.12,1956,56.88,3439,98.94,25,0.72,12,0.35,3476,100.0,240,240-COBQUECURA,1097,1097-DE ÑUBLE
DE ÑUBLE,COELEMU,3733,41.86,5184,58.14,8917,99.21,57,0.63,14,0.16,8988,100.0,241,241-COELEMU,1097,1097-DE ÑUBLE
DE ÑUBLE,COIHUECO,3446,28.48,8655,71.52,12101,99.16,71,0.58,31,0.25,12203,100.0,242,242-COIHUECO,1097,1097-DE ÑUBLE
DE ÑUBLE,EL CARMEN,2008,29.77,4738,70.23,6746,99.28,30,0.44,19,0.28,6795,100.0,243,243-EL CARMEN,1097,1097-DE ÑUBLE
DE ÑUBLE,NINHUE,1140,36.41,1991,63.59,3131,99.02,24,0.76,7,0.22,3162,100.0,23697,23697-NINHUE,1097,1097-DE ÑUBLE
DE ÑUBLE,ÑIQUEN,1791,32.71,3685,67.29,5476,99.08,34,0.62,17,0.31,5527,100.0,245,245-ÑIQUEN,1097,1097-DE ÑUBLE
DE ÑUBLE,PEMUCO,1524,35.61,2756,64.39,4280,99.14,23,0.53,14,0.32,4317,100.0,246,246-PEMUCO,1097,1097-DE ÑUBLE
DE ÑUBLE,PINTO,1646,24.6,5046,75.4,6692,98.96,56,0.83,14,0.21,6762,100.0,247,247-PINTO,1097,1097-DE ÑUBLE
DE ÑUBLE,PORTEZUELO,1204,37.21,2032,62.79,3236,99.17,20,0.61,7,0.21,3263,100.0,248,248-PORTEZUELO,1097,1097-DE ÑUBLE
DE ÑUBLE,QUILLON,3084,37.01,5248,62.99,8332,98.9,73,0.87,20,0.24,8425,100.0,249,249-QUILLON,1097,1097-DE ÑUBLE
DE ÑUBLE,QUIRIHUE,2665,46.62,3051,53.38,5716,98.69,59,1.02,17,0.29,5792,100.0,250,250-QUIRIHUE,1097,1097-DE ÑUBLE
DE ÑUBLE,RANQUIL,1372,41.16,1961,58.84,3333,99.05,26,0.77,6,0.18,3365,100.0,251,251-RANQUIL,1097,1097-DE ÑUBLE
DE ÑUBLE,SAN CARLOS,9387,38.9,14747,61.1,24134,99.03,173,0.71,63,0.26,24370,100.0,252,252-SAN CARLOS,1097,1097-DE ÑUBLE
DE ÑUBLE,SAN FABIAN,1189,42.27,1624,57.73,2813,99.05,18,0.63,9,0.32,2840,100.0,253,253-SAN FABIAN,1097,1097-DE ÑUBLE
DE ÑUBLE,SAN IGNACIO,2472,31.69,5328,68.31,7800,99.11,50,0.64,20,0.25,7870,100.0,254,254-SAN IGNACIO,1097,1097-DE ÑUBLE
DE ÑUBLE,SAN NICOLAS,2597,40.13,3874,59.87,6471,98.82,54,0.82,23,0.35,6548,100.0,255,255-SAN NICOLAS,1097,1097-DE ÑUBLE
DE ÑUBLE,TREHUACO,1371,39.82,2072,60.18,3443,99.22,20,0.58,7,0.2,3470,100.0,256,256-TREHUACO,1097,1097-DE ÑUBLE
DE ÑUBLE,YUNGAY,4048,49.5,4129,50.5,8177,99.02,50,0.61,31,0.38,8258,100.0,257,257-YUNGAY,1097,1097-DE ÑUBLE
DEL BIOBIO,total,350765,48.17,377454,51.83,728219,98.84,6419,0.87,2121,0.29,736759,100.0,-99,total,1096,1096-DEL BIOBIO
DEL BIOBIO,ALTO BIOBIO,1283,54.55,1069,45.45,2352,97.19,48,1.98,20,0.83,2420,100.0,211,211-ALTO BIOBIO,1096,1096-DEL BIOBIO
DEL BIOBIO,ANTUCO,982,45.25,1188,54.75,2170,98.41,28,1.27,7,0.32,2205,100.0,212,212-ANTUCO,1096,1096-DEL BIOBIO
DEL BIOBIO,ARAUCO,7429,44.42,9296,55.58,16725,98.69,171,1.01,51,0.3,16947,100.0,204,204-ARAUCO,1096,1096-DEL BIOBIO
DEL BIOBIO,CABRERO,4768,37.85,7829,62.15,12597,98.9,102,0.8,38,0.3,12737,100.0,213,213-CABRERO,1096,1096-DEL BIOBIO
DEL BIOBIO,CAÑETE,5419,35.02,10054,64.98,15473,98.94,125,0.8,41,0.26,15639,100.0,205,205-CAÑETE,1096,1096-DEL BIOBIO
DEL BIOBIO,CHIGUAYANTE,23040,56.29,17892,43.71,40932,98.81,381,0.92,111,0.27,41424,100.0,225,225-CHIGUAYANTE,1096,1096-DEL BIOBIO
DEL BIOBIO,CONCEPCION,60654,52.17,55618,47.83,116272,98.82,1051,0.89,336,0.29,117659,100.0,226,226-CONCEPCION,1096,1096-DEL BIOBIO
DEL BIOBIO,CONTULMO,1059,30.7,2390,69.3,3449,99.22,20,0.58,7,0.2,3476,100.0,206,206-CONTULMO,1096,1096-DEL BIOBIO
DEL BIOBIO,CORONEL,26674,54.65,22136,45.35,48810,98.83,469,0.95,111,0.22,49390,100.0,227,227-CORONEL,1096,1096-DEL BIOBIO
DEL BIOBIO,CURANILAHUE,7474,49.94,7493,50.06,14967,98.8,128,0.84,54,0.36,15149,100.0,207,207-CURANILAHUE,1096,1096-DEL BIOBIO
DEL BIOBIO,FLORIDA,2181,38.79,3442,61.21,5623,98.75,55,0.97,16,0.28,5694,100.0,228,228-FLORIDA,1096,1096-DEL BIOBIO
DEL BIOBIO,HUALPEN,26020,56.44,20086,43.56,46106,98.92,406,0.87,96,0.21,46608,100.0,229,229-HUALPEN,1096,1096-DEL BIOBIO
DEL BIOBIO,HUALQUI,5354,50.17,5317,49.83,10671,98.75,100,0.93,35,0.32,10806,100.0,230,230-HUALQUI,1096,1096-DEL BIOBIO
DEL BIOBIO,LAJA,4594,44.82,5656,55.18,10250,98.72,97,0.93,36,0.35,10383,100.0,214,214-LAJA,1096,1096-DEL BIOBIO
DEL BIOBIO,LEBU,4796,44.81,5908,55.19,10704,98.8,94,0.87,36,0.33,10834,100.0,208,208-LEBU,1096,1096-DEL BIOBIO
DEL BIOBIO,LOS ALAMOS,3561,37.71,5882,62.29,9443,98.94,74,0.78,27,0.28,9544,100.0,209,209-LOS ALAMOS,1096,1096-DEL BIOBIO
DEL BIOBIO,LOS ANGELES,28680,34.18,55225,65.82,83905,99.03,593,0.7,231,0.27,84729,100.0,215,215-LOS ANGELES,1096,1096-DEL BIOBIO
DEL BIOBIO,LOTA,13409,54.83,11045,45.17,24454,98.57,266,1.07,89,0.36,24809,100.0,231,231-LOTA,1096,1096-DEL BIOBIO
DEL BIOBIO,MULCHEN,5384,43.07,7117,56.93,12501,98.57,125,0.99,56,0.44,12682,100.0,216,216-MULCHEN,1096,1096-DEL BIOBIO
DEL BIOBIO,NACIMIENTO,4693,39.29,7253,60.71,11946,98.74,101,0.83,51,0.42,12098,100.0,217,217-NACIMIENTO,1096,1096-DEL BIOBIO
DEL BIOBIO,NEGRETE,1623,34.93,3023,65.07,4646,98.96,37,0.79,12,0.26,4695,100.0,218,218-NEGRETE,1096,1096-DEL BIOBIO
DEL BIOBIO,PENCO,14637,59.17,10102,40.83,24739,98.83,215,0.86,78,0.31,25032,100.0,232,232-PENCO,1096,1096-DEL BIOBIO
DEL BIOBIO,QUILACO,1005,42.91,1337,57.09,2342,98.86,15,0.63,12,0.51,2369,100.0,219,219-QUILACO,1096,1096-DEL BIOBIO
DEL BIOBIO,QUILLECO,1546,33.09,3126,66.91,4672,99.09,28,0.59,15,0.32,4715,100.0,220,220-QUILLECO,1096,1096-DEL BIOBIO
DEL BIOBIO,SAN PEDRO DE LA PAZ,27126,49.73,27426,50.27,54552,98.72,528,0.96,177,0.32,55257,100.0,233,233-SAN PEDRO DE LA PAZ,1096,1096-DEL BIOBIO
DEL BIOBIO,SAN ROSENDO,1205,52.99,1069,47.01,2274,99.21,15,0.65,3,0.13,2292,100.0,221,221-SAN ROSENDO,1096,1096-DEL BIOBIO
DEL BIOBIO,SANTA BARBARA,2266,35.4,4135,64.6,6401,99.19,37,0.57,15,0.23,6453,100.0,222,222-SANTA BARBARA,1096,1096-DEL BIOBIO
DEL BIOBIO,SANTA JUANA,2558,37.39,4283,62.61,6841,98.94,50,0.72,23,0.33,6914,100.0,234,234-SANTA JUANA,1096,1096-DEL BIOBIO
DEL BIOBIO,TALCAHUANO,37805,51.94,34984,48.06,72789,98.79,696,0.94,193,0.26,73678,100.0,235,235-TALCAHUANO,1096,1096-DEL BIOBIO
DEL BIOBIO,TIRUA,1797,36.85,3080,63.15,4877,99.17,32,0.65,9,0.18,4918,100.0,210,210-TIRUA,1096,1096-DEL BIOBIO
DEL BIOBIO,TOME,14515,52.22,13279,47.78,27794,98.93,228,0.81,74,0.26,28096,100.0,236,236-TOME,1096,1096-DEL BIOBIO
DEL BIOBIO,TUCAPEL,2994,45.54,3580,54.46,6574,99.11,40,0.6,19,0.29,6633,100.0,223,223-TUCAPEL,1096,1096-DEL BIOBIO
DEL BIOBIO,YUMBEL,4234,40.84,6134,59.16,10368,98.99,64,0.61,42,0.4,10474,100.0,224,224-YUMBEL,1096,1096-DEL BIOBIO
DE LA ARAUCANIA,total,184417,39.86,278294,60.14,462711,98.94,3663,0.78,1280,0.27,467654,100.0,-99,total,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,ANGOL,7931,32.29,16634,67.71,24565,99.02,181,0.73,62,0.25,24808,100.0,98,98-ANGOL,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CARAHUE,4430,38.2,7167,61.8,11597,98.97,82,0.7,39,0.33,11718,100.0,77,77-CARAHUE,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CHOLCHOL,2690,44.67,3332,55.33,6022,98.51,73,1.19,18,0.29,6113,100.0,78,78-CHOLCHOL,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,COLLIPULLI,3571,31.9,7623,68.1,11194,98.97,78,0.69,39,0.34,11311,100.0,99,99-COLLIPULLI,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CUNCO,3407,36.87,5833,63.13,9240,99.16,65,0.7,13,0.14,9318,100.0,79,79-CUNCO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CURACAUTIN,2725,30.17,6306,69.83,9031,99.14,53,0.58,25,0.27,9109,100.0,100,100-CURACAUTIN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CURARREHUE,1474,37.94,2411,62.06,3885,99.06,28,0.71,9,0.23,3922,100.0,80,80-CURARREHUE,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,ERCILLA,1632,42.24,2232,57.76,3864,98.87,34,0.87,10,0.26,3908,100.0,101,101-ERCILLA,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,FREIRE,4428,40.23,6578,59.77,11006,98.9,86,0.77,36,0.32,11128,100.0,81,81-FREIRE,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,GALVARINO,2734,45.12,3326,54.88,6060,98.91,41,0.67,26,0.42,6127,100.0,82,82-GALVARINO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,GORBEA,2549,31.72,5486,68.28,8035,99.09,57,0.7,17,0.21,8109,100.0,83,83-GORBEA,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LAUTARO,6703,37.61,11118,62.39,17821,99.04,132,0.73,41,0.23,17994,100.0,84,84-LAUTARO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LONCOCHE,5063,45.22,6133,54.78,11196,99.02,80,0.71,31,0.27,11307,100.0,85,85-LONCOCHE,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LONQUIMAY,1878,35.06,3478,64.94,5356,98.37,64,1.18,25,0.46,5445,100.0,102,102-LONQUIMAY,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LOS SAUCES,1156,28.85,2851,71.15,4007,99.26,19,0.47,11,0.27,4037,100.0,103,103-LOS SAUCES,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LUMACO,1542,30.08,3585,69.92,5127,99.4,22,0.43,9,0.17,5158,100.0,104,104-LUMACO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,MELIPEUCO,1122,35.38,2049,64.62,3171,99.09,19,0.59,10,0.31,3200,100.0,86,86-MELIPEUCO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,NUEVA IMPERIAL,7395,46.54,8494,53.46,15889,98.63,166,1.03,55,0.34,16110,100.0,87,87-NUEVA IMPERIAL,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PADRE LAS CASAS,13289,44.01,16904,55.99,30193,98.93,233,0.76,93,0.3,30519,100.0,88,88-PADRE LAS CASAS,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PERQUENCO,1555,41.83,2162,58.17,3717,98.8,35,0.93,10,0.27,3762,100.0,89,89-PERQUENCO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PITRUFQUEN,4489,37.34,7534,62.66,12023,99.06,87,0.72,27,0.22,12137,100.0,90,90-PITRUFQUEN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PUCON,6761,45.49,8101,54.51,14862,98.92,120,0.8,42,0.28,15024,100.0,91,91-PUCON,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PUREN,2105,32.86,4300,67.14,6405,99.29,25,0.39,21,0.33,6451,100.0,105,105-PUREN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,RENAICO,1910,37.78,3146,62.22,5056,98.89,41,0.8,16,0.31,5113,100.0,106,106-RENAICO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,SAAVEDRA,3144,50.56,3074,49.44,6218,98.32,71,1.12,35,0.55,6324,100.0,92,92-SAAVEDRA,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,TEMUCO,58784,43.39,76704,56.61,135488,98.91,1154,0.84,337,0.25,136979,100.0,93,93-TEMUCO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,TEODORO SCHMIDT,2532,33.1,5117,66.9,7649,98.86,59,0.76,29,0.37,7737,100.0,94,94-TEODORO SCHMIDT,1095,1095-DE LA ARAUCANIA
