Region,City,Boric,Boric_per,Kast,Kast_per,Provoste,Provoste_per,Sichel,Sichel_per,Artes,Artes_per,Enriquez,Enriquez_per,Parisi,Parisi_per,Votos_Emitidos,Votos_Emitidos_per,Votos_Nulos,Votos_Nulos_per,Votos_Blancos,Votos_Blancos_per,Votos_Total,Votos_Total_per,City_id,City_with_id,Region_id,Region_with_id
DE LOS LAGOS,CHAITEN,291,19.34,555,36.88,304,20.2,149,9.9,11,0.73,69,4.58,126,8.37,1505,97.1,13,0.84,32,2.06,1550,100.0,134,134-CHAITEN,1093,1093-DE LOS LAGOS
DE LOS LAGOS,CHONCHI,1209,23.02,1194,22.73,975,18.56,498,9.48,96,1.83,280,5.33,1001,19.06,5253,98.26,47,0.88,46,0.86,5346,100.0,110,110-CHONCHI,1093,1093-DE LOS LAGOS
DE LOS LAGOS,COCHAMO,284,18.39,646,41.84,181,11.72,197,12.76,19,1.23,69,4.47,148,9.59,1544,97.17,13,0.82,32,2.01,1589,100.0,119,119-COCHAMO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,CURACO DE VELEZ,255,20.66,301,24.39,291,23.58,114,9.24,10,0.81,57,4.62,206,16.69,1234,97.86,11,0.87,16,1.27,1261,100.0,111,111-CURACO DE VELEZ,1093,1093-DE LOS LAGOS
DE LOS LAGOS,DALCAHUE,919,21.25,1086,25.12,709,16.4,488,11.29,67,1.55,259,5.99,796,18.41,4324,98.12,45,1.02,38,0.86,4407,100.0,112,112-DALCAHUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,FRESIA,839,15.91,2052,38.92,1178,22.34,458,8.69,44,0.83,211,4.0,491,9.31,5273,97.56,63,1.17,69,1.28,5405,100.0,120,120-FRESIA,1093,1093-DE LOS LAGOS
DE LOS LAGOS,FRUTILLAR,1351,16.14,3260,38.95,1329,15.88,786,9.39,60,0.72,375,4.48,1208,14.43,8369,98.62,54,0.64,63,0.74,8486,100.0,121,121-FRUTILLAR,1093,1093-DE LOS LAGOS
DE LOS LAGOS,FUTALEUFU,208,19.68,435,41.15,155,14.66,150,14.19,15,1.42,34,3.22,60,5.68,1057,97.96,8,0.74,14,1.3,1079,100.0,135,135-FUTALEUFU,1093,1093-DE LOS LAGOS
DE LOS LAGOS,HUALAIHUE,628,17.41,1041,28.86,600,16.63,389,10.78,48,1.33,223,6.18,678,18.8,3607,96.75,51,1.37,70,1.88,3728,100.0,136,136-HUALAIHUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,LLANQUIHUE,1395,17.81,2618,33.42,1190,15.19,627,8.0,66,0.84,548,7.0,1390,17.74,7834,98.33,63,0.79,70,0.88,7967,100.0,122,122-LLANQUIHUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,LOS MUERMOS,796,12.02,3214,48.52,858,12.95,715,10.79,37,0.56,245,3.7,759,11.46,6624,97.17,69,1.01,124,1.82,6817,100.0,123,123-LOS MUERMOS,1093,1093-DE LOS LAGOS
DE LOS LAGOS,MAULLIN,882,16.07,2197,40.03,941,17.14,496,9.04,50,0.91,208,3.79,715,13.03,5489,98.12,45,0.8,60,1.07,5594,100.0,124,124-MAULLIN,1093,1093-DE LOS LAGOS
DE LOS LAGOS,OSORNO,14256,21.16,21365,31.72,9974,14.81,7727,11.47,838,1.24,3308,4.91,9893,14.69,67361,98.92,496,0.73,238,0.35,68095,100.0,127,127-OSORNO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PALENA,160,20.28,307,38.91,157,19.9,81,10.27,7,0.89,20,2.53,57,7.22,789,97.29,8,0.99,14,1.73,811,100.0,137,137-PALENA,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUERTO MONTT,18811,21.47,28790,32.86,9339,10.66,9459,10.8,1222,1.39,5524,6.3,14478,16.52,87623,98.71,650,0.73,498,0.56,88771,100.0,125,125-PUERTO MONTT,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUERTO OCTAY,651,16.03,1248,30.73,956,23.54,318,7.83,42,1.03,201,4.95,645,15.88,4061,98.64,29,0.7,27,0.66,4117,100.0,128,128-PUERTO OCTAY,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUERTO VARAS,4459,19.38,9205,40.0,2276,9.89,3836,16.67,190,0.83,897,3.9,2151,9.35,23014,98.91,132,0.57,122,0.52,23268,100.0,126,126-PUERTO VARAS,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUQUELDON,299,23.09,287,22.16,217,16.76,102,7.88,14,1.08,83,6.41,293,22.63,1295,97.37,23,1.73,12,0.9,1330,100.0,113,113-PUQUELDON,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PURRANQUE,1317,14.75,3456,38.7,1691,18.94,882,9.88,79,0.88,423,4.74,1082,12.12,8930,97.88,104,1.14,89,0.98,9123,100.0,129,129-PURRANQUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,PUYEHUE,753,15.02,1790,35.7,1151,22.96,413,8.24,42,0.84,267,5.33,598,11.93,5014,98.37,45,0.88,38,0.75,5097,100.0,130,130-PUYEHUE,1093,1093-DE LOS LAGOS
DE LOS LAGOS,QUEILEN,493,20.99,520,22.14,663,28.22,212,9.03,29,1.23,117,4.98,315,13.41,2349,97.75,20,0.83,34,1.41,2403,100.0,114,114-QUEILEN,1093,1093-DE LOS LAGOS
DE LOS LAGOS,QUELLON,1748,20.51,2123,24.91,1660,19.47,694,8.14,111,1.3,441,5.17,1747,20.5,8524,97.06,112,1.28,146,1.66,8782,100.0,115,115-QUELLON,1093,1093-DE LOS LAGOS
DE LOS LAGOS,QUEMCHI,587,21.09,789,28.35,596,21.42,291,10.46,30,1.08,145,5.21,345,12.4,2783,97.14,27,0.94,55,1.92,2865,100.0,116,116-QUEMCHI,1093,1093-DE LOS LAGOS
DE LOS LAGOS,QUINCHAO,712,28.8,515,20.83,626,25.32,191,7.73,25,1.01,127,5.14,276,11.17,2472,97.55,29,1.14,33,1.3,2534,100.0,117,117-QUINCHAO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,RIO NEGRO,891,14.29,2158,34.62,1314,21.08,703,11.28,50,0.8,290,4.65,827,13.27,6233,98.27,66,1.04,44,0.69,6343,100.0,131,131-RIO NEGRO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,SAN JUAN DE LA COSTA,746,18.86,838,21.19,1228,31.05,328,8.29,66,1.67,231,5.84,518,13.1,3955,97.97,51,1.26,31,0.77,4037,100.0,132,132-SAN JUAN DE LA COSTA,1093,1093-DE LOS LAGOS
DE LOS LAGOS,SAN PABLO,757,15.81,1566,32.71,1158,24.19,454,9.48,55,1.15,254,5.3,544,11.36,4788,98.26,52,1.07,33,0.68,4873,100.0,133,133-SAN PABLO,1093,1093-DE LOS LAGOS
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,total,9975,25.0,11761,29.47,6574,16.48,3921,9.83,508,1.27,2017,5.05,5146,12.9,39902,98.05,455,1.12,340,0.84,40697,100.0,-99,total,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,2188,24.43,2314,25.84,1396,15.59,716,8.0,126,1.41,551,6.15,1664,18.58,8955,97.73,122,1.33,86,0.94,9163,100.0,11007,11007-AYSEN,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CHILE CHICO,601,31.8,488,25.82,332,17.57,173,9.15,26,1.38,86,4.55,184,9.74,1890,97.37,29,1.49,22,1.13,1941,100.0,393,393-CHILE CHICO,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CISNES,409,19.75,764,36.89,283,13.66,210,10.14,23,1.11,118,5.7,264,12.75,2071,97.92,17,0.8,27,1.28,2115,100.0,12157,12157-CISNES,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,COCHRANE,357,25.74,428,30.86,264,19.03,176,12.69,12,0.87,49,3.53,101,7.28,1387,96.32,24,1.67,29,2.01,1440,100.0,3515,3515-COCHRANE,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,COYHAIQUE,5787,25.38,6756,29.63,3845,16.86,2350,10.31,284,1.25,1090,4.78,2692,11.8,22804,98.56,210,0.91,124,0.54,23138,100.0,10993,10993-COYHAIQUE,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,GUAITECAS,129,26.22,150,30.49,80,16.26,43,8.74,4,0.81,18,3.66,68,13.82,492,98.6,2,0.4,5,1.0,499,100.0,6751,6751-GUAITECAS,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,LAGO VERDE,75,16.3,216,46.96,65,14.13,46,10.0,11,2.39,16,3.48,31,6.74,460,96.64,11,2.31,5,1.05,476,100.0,457,457-LAGO VERDE,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,O'HIGGINS,75,23.89,142,45.22,47,14.97,26,8.28,3,0.96,5,1.59,16,5.1,314,96.62,5,1.54,6,1.85,325,100.0,5,5-O'HIGGINS,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,RIO IBAÑEZ,287,21.56,464,34.86,227,17.05,161,12.1,11,0.83,69,5.18,112,8.41,1331,96.1,25,1.81,29,2.09,1385,100.0,10,10-RIO IBAÑEZ,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,TORTEL,67,33.84,39,19.7,35,17.68,20,10.1,8,4.04,15,7.58,14,7.07,198,92.09,10,4.65,7,3.26,215,100.0,2047,2047-TORTEL,1088,1088-DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
DE MAGALLANES Y DE LA ANTARTICA CHILENA,total,21137,30.6,19291,27.92,6864,9.94,5759,8.34,668,0.97,6627,9.59,8738,12.65,69084,98.64,647,0.92,305,0.44,70036,100.0,-99,total,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ANTARTICA,4,8.51,34,72.34,1,2.13,2,4.26,0,0.0,2,4.26,4,8.51,47,100.0,0,0.0,0,0.0,47,100.0,-99,ANTARTICA,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS,189,21.8,421,48.56,74,8.54,63,7.27,10,1.15,28,3.23,82,9.46,867,98.75,6,0.68,5,0.57,878,100.0,5468,5468-CABO DE HORNOS,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,LAGUNA BLANCA,57,18.87,134,44.37,33,10.93,24,7.95,3,0.99,26,8.61,25,8.28,302,98.69,2,0.65,2,0.65,306,100.0,150,150-LAGUNA BLANCA,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,2437,30.07,2039,25.16,1253,15.46,573,7.07,91,1.12,714,8.81,997,12.3,8104,97.86,105,1.27,72,0.87,8281,100.0,22513,22513-NATALES,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PORVENIR,761,33.55,581,25.62,304,13.4,166,7.32,18,0.79,193,8.51,245,10.8,2268,97.51,39,1.68,19,0.82,2326,100.0,345,345-PORVENIR,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PRIMAVERA,63,20.72,66,21.71,43,14.14,31,10.2,4,1.32,46,15.13,51,16.78,304,97.12,7,2.24,2,0.64,313,100.0,4572,4572-PRIMAVERA,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,17375,31.07,15588,27.87,5003,8.95,4781,8.55,537,0.96,5472,9.78,7174,12.83,55930,98.82,474,0.84,193,0.34,56597,100.0,17170,17170-PUNTA ARENAS,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,RIO VERDE,52,20.31,101,39.45,17,6.64,26,10.16,0,0.0,29,11.33,31,12.11,256,99.22,2,0.78,0,0.0,258,100.0,10800,10800-RIO VERDE,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,SAN GREGORIO,52,21.31,95,38.93,5,2.05,32,13.11,0,0.0,27,11.07,33,13.52,244,97.99,2,0.8,3,1.2,249,100.0,153,153-SAN GREGORIO,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,TIMAUKEL,24,14.29,71,42.26,8,4.76,19,11.31,1,0.6,23,13.69,22,13.1,168,98.25,2,1.17,1,0.58,171,100.0,343,343-TIMAUKEL,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
DE MAGALLANES Y DE LA ANTARTICA CHILENA,TORRES DEL PAINE,123,20.71,161,27.1,123,20.71,42,7.07,4,0.67,67,11.28,74,12.46,594,97.38,8,1.31,8,1.31,610,100.0,10982,10982-TORRES DEL PAINE,1087,1087-DE MAGALLANES Y DE LA ANTARTICA CHILENA
