Region,City,Boric,Boric_per,Kast,Kast_per,Provoste,Provoste_per,Sichel,Sichel_per,Artes,Artes_per,Enriquez,Enriquez_per,Parisi,Parisi_per,Votos_Emitidos,Votos_Emitidos_per,Votos_Nulos,Votos_Nulos_per,Votos_Blancos,Votos_Blancos_per,Votos_Total,Votos_Total_per,City_id,City_with_id,Region_id,Region_with_id
DEL MAULE,RIO CLARO,856,15.82,1688,31.2,827,15.29,820,15.16,60,1.11,433,8.0,726,13.42,5410,96.97,91,1.63,78,1.4,5579,100.0,284,284-RIO CLARO,1098,1098-DEL MAULE
DEL MAULE,ROMERAL,1049,16.39,2145,33.51,1045,16.33,896,14.0,62,0.97,462,7.22,742,11.59,6401,98.45,52,0.8,49,0.75,6502,100.0,266,266-ROMERAL,1098,1098-DEL MAULE
DEL MAULE,SAGRADA FAMILIA,1303,17.85,1966,26.93,1466,20.08,974,13.34,72,0.99,557,7.63,962,13.18,7300,98.25,67,0.9,63,0.85,7430,100.0,267,267-SAGRADA FAMILIA,1098,1098-DEL MAULE
DEL MAULE,SAN CLEMENTE,2686,18.21,4207,28.53,2601,17.64,1749,11.86,134,0.91,1105,7.49,2266,15.36,14748,97.99,183,1.22,119,0.79,15050,100.0,285,285-SAN CLEMENTE,1098,1098-DEL MAULE
DEL MAULE,SAN JAVIER,2720,17.13,5319,33.5,2501,15.75,2086,13.14,135,0.85,979,6.17,2139,13.47,15879,98.51,121,0.75,119,0.74,16119,100.0,275,275-SAN JAVIER,1098,1098-DEL MAULE
DEL MAULE,SAN RAFAEL,590,14.41,1183,28.9,627,15.32,548,13.39,38,0.93,369,9.02,738,18.03,4093,98.2,43,1.03,32,0.77,4168,100.0,286,286-SAN RAFAEL,1098,1098-DEL MAULE
DEL MAULE,TALCA,22153,24.19,25367,27.7,11031,12.04,12867,14.05,955,1.04,5819,6.35,13390,14.62,91582,98.96,685,0.74,275,0.3,92542,100.0,287,287-TALCA,1098,1098-DEL MAULE
DEL MAULE,TENO,1684,17.29,3127,32.11,1228,12.61,1377,14.14,105,1.08,776,7.97,1440,14.79,9737,98.16,103,1.04,80,0.81,9920,100.0,268,268-TENO,1098,1098-DEL MAULE
DEL MAULE,VICHUQUEN,398,14.51,855,31.18,414,15.1,757,27.61,25,0.91,107,3.9,186,6.78,2742,98.56,16,0.58,24,0.86,2782,100.0,269,269-VICHUQUEN,1098,1098-DEL MAULE
DEL MAULE,VILLA ALEGRE,964,16.41,2056,34.99,937,15.95,845,14.38,42,0.71,396,6.74,636,10.82,5876,98.41,56,0.94,39,0.65,5971,100.0,276,276-VILLA ALEGRE,1098,1098-DEL MAULE
DEL MAULE,YERBAS BUENAS,934,14.89,2247,35.83,1070,17.06,726,11.58,68,1.08,485,7.73,742,11.83,6272,97.38,92,1.43,77,1.2,6441,100.0,277,277-YERBAS BUENAS,1098,1098-DEL MAULE
DE ÑUBLE,total,31684,16.6,69887,36.62,28341,14.85,24598,12.89,1703,0.89,10486,5.49,24155,12.66,190854,98.4,1848,0.95,1250,0.64,193952,100.0,-99,total,1097,1097-DE ÑUBLE
DE ÑUBLE,BULNES,1265,14.81,3045,35.65,1456,17.05,1273,14.9,79,0.92,458,5.36,965,11.3,8541,97.61,133,1.52,76,0.87,8750,100.0,237,237-BULNES,1097,1097-DE ÑUBLE
DE ÑUBLE,CHILLAN,14744,20.64,24290,34.01,9009,12.61,9421,13.19,703,0.98,3914,5.48,9349,13.09,71430,98.75,657,0.91,245,0.34,72332,100.0,238,238-CHILLAN,1097,1097-DE ÑUBLE
DE ÑUBLE,CHILLAN VIEJO,1894,17.07,3694,33.3,1546,13.94,1308,11.79,101,0.91,822,7.41,1729,15.59,11094,98.79,97,0.86,39,0.35,11230,100.0,239,239-CHILLAN VIEJO,1097,1097-DE ÑUBLE
DE ÑUBLE,COBQUECURA,460,18.1,805,31.67,450,17.7,414,16.29,23,0.9,124,4.88,266,10.46,2542,97.54,35,1.34,29,1.11,2606,100.0,240,240-COBQUECURA,1097,1097-DE ÑUBLE
DE ÑUBLE,COELEMU,1077,14.2,2711,35.74,1417,18.68,784,10.33,50,0.66,405,5.34,1142,15.05,7586,98.02,69,0.89,84,1.09,7739,100.0,241,241-COELEMU,1097,1097-DE ÑUBLE
DE ÑUBLE,COIHUECO,1024,10.7,4445,46.46,1330,13.9,1220,12.75,91,0.95,460,4.81,997,10.42,9567,98.17,89,0.91,89,0.91,9745,100.0,242,242-COIHUECO,1097,1097-DE ÑUBLE
DE ÑUBLE,EL CARMEN,567,11.11,2331,45.69,926,18.15,649,12.72,25,0.49,209,4.1,395,7.74,5102,98.72,29,0.56,37,0.72,5168,100.0,243,243-EL CARMEN,1097,1097-DE ÑUBLE
DE ÑUBLE,NINHUE,253,10.51,824,34.22,695,28.86,325,13.5,15,0.62,105,4.36,191,7.93,2408,98.13,24,0.98,22,0.9,2454,100.0,23697,23697-NINHUE,1097,1097-DE ÑUBLE
DE ÑUBLE,ÑIQUEN,531,11.48,2000,43.22,632,13.66,610,13.18,35,0.76,301,6.51,518,11.2,4627,97.8,46,0.97,58,1.23,4731,100.0,245,245-ÑIQUEN,1097,1097-DE ÑUBLE
DE ÑUBLE,PEMUCO,424,12.59,1364,40.51,574,17.05,423,12.56,20,0.59,172,5.11,390,11.58,3367,98.77,29,0.85,13,0.38,3409,100.0,246,246-PEMUCO,1097,1097-DE ÑUBLE
DE ÑUBLE,PINTO,578,11.28,2626,51.26,457,8.92,726,14.17,34,0.66,256,5.0,446,8.71,5123,98.54,38,0.73,38,0.73,5199,100.0,247,247-PINTO,1097,1097-DE ÑUBLE
DE ÑUBLE,PORTEZUELO,308,11.55,1068,40.04,574,21.52,371,13.91,23,0.86,116,4.35,207,7.76,2667,98.12,29,1.07,22,0.81,2718,100.0,248,248-PORTEZUELO,1097,1097-DE ÑUBLE
DE ÑUBLE,QUILLON,839,12.71,2479,37.55,996,15.09,827,12.53,71,1.08,420,6.36,970,14.69,6602,98.43,68,1.01,37,0.55,6707,100.0,249,249-QUILLON,1097,1097-DE ÑUBLE
DE ÑUBLE,QUIRIHUE,758,15.05,1357,26.94,1337,26.54,704,13.98,43,0.85,244,4.84,594,11.79,5037,96.87,78,1.5,85,1.63,5200,100.0,250,250-QUIRIHUE,1097,1097-DE ÑUBLE
DE ÑUBLE,RANQUIL,356,13.09,991,36.45,507,18.65,321,11.81,19,0.7,144,5.3,381,14.01,2719,98.37,23,0.83,22,0.8,2764,100.0,251,251-RANQUIL,1097,1097-DE ÑUBLE
DE ÑUBLE,SAN CARLOS,3118,16.12,7864,40.67,2526,13.06,2391,12.36,161,0.83,942,4.87,2335,12.08,19337,98.4,166,0.84,148,0.75,19651,100.0,252,252-SAN CARLOS,1097,1097-DE ÑUBLE
DE ÑUBLE,SAN FABIAN,394,17.2,805,35.14,392,17.11,308,13.44,14,0.61,97,4.23,281,12.27,2291,97.99,25,1.07,22,0.94,2338,100.0,253,253-SAN FABIAN,1097,1097-DE ÑUBLE
DE ÑUBLE,SAN IGNACIO,730,11.97,2504,41.06,906,14.85,892,14.63,59,0.97,389,6.38,619,10.15,6099,98.02,67,1.08,56,0.9,6222,100.0,254,254-SAN IGNACIO,1097,1097-DE ÑUBLE
DE ÑUBLE,SAN NICOLAS,785,14.75,1849,34.75,906,17.03,640,12.03,47,0.88,403,7.57,691,12.99,5321,97.96,59,1.09,52,0.96,5432,100.0,255,255-SAN NICOLAS,1097,1097-DE ÑUBLE
DE ÑUBLE,TREHUACO,398,15.05,905,34.22,557,21.06,310,11.72,20,0.76,117,4.42,338,12.78,2645,98.18,22,0.82,27,1.0,2694,100.0,256,256-TREHUACO,1097,1097-DE ÑUBLE
DE ÑUBLE,YUNGAY,1181,17.5,1930,28.6,1148,17.01,681,10.09,70,1.04,388,5.75,1351,20.02,6749,98.34,65,0.95,49,0.71,6863,100.0,257,257-YUNGAY,1097,1097-DE ÑUBLE
DEL BIOBIO,total,117291,19.17,199331,32.58,72907,11.92,62996,10.3,7295,1.19,40004,6.54,111985,18.3,611809,98.63,5294,0.85,3187,0.51,620290,100.0,-99,total,1096,1096-DEL BIOBIO
DEL BIOBIO,ALTO BIOBIO,377,20.41,502,27.18,399,21.6,155,8.39,40,2.17,119,6.44,255,13.81,1847,91.98,81,4.03,80,3.98,2008,100.0,211,211-ALTO BIOBIO,1096,1096-DEL BIOBIO
DEL BIOBIO,ANTUCO,245,13.3,547,29.7,332,18.02,210,11.4,17,0.92,91,4.94,400,21.72,1842,97.98,27,1.44,11,0.59,1880,100.0,212,212-ANTUCO,1096,1096-DEL BIOBIO
DEL BIOBIO,ARAUCO,2203,15.34,4983,34.7,1687,11.75,1138,7.92,123,0.86,862,6.0,3366,23.44,14362,98.34,143,0.98,100,0.68,14605,100.0,204,204-ARAUCO,1096,1096-DEL BIOBIO
DEL BIOBIO,CABRERO,1309,12.16,3698,34.36,1279,11.88,942,8.75,88,0.82,677,6.29,2771,25.74,10764,98.26,93,0.85,98,0.89,10955,100.0,213,213-CABRERO,1096,1096-DEL BIOBIO
DEL BIOBIO,CAÑETE,1742,13.96,6296,50.46,1457,11.68,894,7.16,157,1.26,571,4.58,1361,10.91,12478,98.24,122,0.96,101,0.8,12701,100.0,205,205-CAÑETE,1096,1096-DEL BIOBIO
DEL BIOBIO,CHIGUAYANTE,8106,23.62,9097,26.5,3892,11.34,4075,11.87,491,1.43,2737,7.97,5927,17.27,34325,99.05,228,0.66,100,0.29,34653,100.0,225,225-CHIGUAYANTE,1096,1096-DEL BIOBIO
DEL BIOBIO,CONCEPCION,24338,24.85,30006,30.63,11017,11.25,12724,12.99,1428,1.46,5749,5.87,12689,12.95,97951,99.01,665,0.67,315,0.32,98931,100.0,226,226-CONCEPCION,1096,1096-DEL BIOBIO
DEL BIOBIO,CONTULMO,330,12.17,1557,57.43,306,11.29,138,5.09,26,0.96,139,5.13,215,7.93,2711,98.4,23,0.83,21,0.76,2755,100.0,206,206-CONTULMO,1096,1096-DEL BIOBIO
DEL BIOBIO,CORONEL,8256,19.97,11599,28.06,4787,11.58,2766,6.69,496,1.2,3196,7.73,10234,24.76,41334,98.56,431,1.03,173,0.41,41938,100.0,227,227-CORONEL,1096,1096-DEL BIOBIO
DEL BIOBIO,CURANILAHUE,2127,17.32,3898,31.73,1962,15.97,801,6.52,157,1.28,789,6.42,2550,20.76,12284,97.79,150,1.19,128,1.02,12562,100.0,207,207-CURANILAHUE,1096,1096-DEL BIOBIO
DEL BIOBIO,FLORIDA,623,13.42,1562,33.65,804,17.32,606,13.05,55,1.18,317,6.83,675,14.54,4642,97.95,59,1.24,38,0.8,4739,100.0,228,228-FLORIDA,1096,1096-DEL BIOBIO
DEL BIOBIO,HUALPEN,8184,20.85,9966,25.39,4598,11.72,3718,9.47,523,1.33,3421,8.72,8834,22.51,39244,98.98,290,0.73,116,0.29,39650,100.0,229,229-HUALPEN,1096,1096-DEL BIOBIO
DEL BIOBIO,HUALQUI,1433,17.11,2304,27.51,1063,12.69,823,9.83,103,1.23,847,10.11,1802,21.52,8375,98.13,94,1.1,66,0.77,8535,100.0,230,230-HUALQUI,1096,1096-DEL BIOBIO
DEL BIOBIO,LAJA,1299,14.58,2710,30.41,1013,11.37,880,9.87,83,0.93,632,7.09,2295,25.75,8912,98.0,118,1.3,64,0.7,9094,100.0,214,214-LAJA,1096,1096-DEL BIOBIO
DEL BIOBIO,LEBU,1581,17.78,3442,38.71,1361,15.31,527,5.93,95,1.07,647,7.28,1238,13.92,8891,97.85,115,1.27,80,0.88,9086,100.0,208,208-LEBU,1096,1096-DEL BIOBIO
DEL BIOBIO,LOS ALAMOS,1027,13.17,3497,44.84,1073,13.76,477,6.12,78,1.0,380,4.87,1267,16.25,7799,98.2,80,1.01,63,0.79,7942,100.0,209,209-LOS ALAMOS,1096,1096-DEL BIOBIO
DEL BIOBIO,LOS ANGELES,9448,13.56,29438,42.24,6438,9.24,8842,12.69,615,0.88,3254,4.67,11658,16.73,69693,98.81,498,0.71,344,0.49,70535,100.0,215,215-LOS ANGELES,1096,1096-DEL BIOBIO
DEL BIOBIO,LOTA,3893,18.44,6204,29.38,3074,14.56,1290,6.11,232,1.1,1838,8.7,4586,21.72,21117,98.03,283,1.31,142,0.66,21542,100.0,231,231-LOTA,1096,1096-DEL BIOBIO
DEL BIOBIO,MULCHEN,1351,13.61,3762,37.89,1613,16.25,822,8.28,86,0.87,465,4.68,1830,18.43,9929,97.82,104,1.02,117,1.15,10150,100.0,216,216-MULCHEN,1096,1096-DEL BIOBIO
DEL BIOBIO,NACIMIENTO,1367,12.89,3693,34.83,1264,11.92,836,7.89,91,0.86,477,4.5,2874,27.11,10602,98.55,84,0.78,72,0.67,10758,100.0,217,217-NACIMIENTO,1096,1096-DEL BIOBIO
DEL BIOBIO,NEGRETE,350,9.45,1545,41.7,508,13.71,399,10.77,25,0.67,217,5.86,661,17.84,3705,97.55,49,1.29,44,1.16,3798,100.0,218,218-NEGRETE,1096,1096-DEL BIOBIO
DEL BIOBIO,PENCO,4384,21.03,4823,23.14,3466,16.63,1798,8.63,299,1.43,1652,7.92,4424,21.22,20846,98.65,176,0.83,110,0.52,21132,100.0,232,232-PENCO,1096,1096-DEL BIOBIO
DEL BIOBIO,QUILACO,235,12.85,668,36.52,409,22.36,194,10.61,11,0.6,79,4.32,233,12.74,1829,97.91,13,0.7,26,1.39,1868,100.0,219,219-QUILACO,1096,1096-DEL BIOBIO
DEL BIOBIO,QUILLECO,410,10.73,1479,38.7,572,14.97,399,10.44,43,1.13,244,6.38,675,17.66,3822,97.23,59,1.5,50,1.27,3931,100.0,220,220-QUILLECO,1096,1096-DEL BIOBIO
DEL BIOBIO,SAN PEDRO DE LA PAZ,9865,21.28,14414,31.1,4764,10.28,6613,14.27,489,1.06,2926,6.31,7277,15.7,46348,99.11,277,0.59,139,0.3,46764,100.0,233,233-SAN PEDRO DE LA PAZ,1096,1096-DEL BIOBIO
DEL BIOBIO,SAN ROSENDO,313,16.59,510,27.03,282,14.94,134,7.1,13,0.69,204,10.81,431,22.84,1887,97.62,28,1.45,18,0.93,1933,100.0,221,221-SAN ROSENDO,1096,1096-DEL BIOBIO
DEL BIOBIO,SANTA BARBARA,645,12.61,2082,40.69,670,13.09,583,11.39,47,0.92,225,4.4,865,16.9,5117,98.38,46,0.88,38,0.73,5201,100.0,222,222-SANTA BARBARA,1096,1096-DEL BIOBIO
DEL BIOBIO,SANTA JUANA,886,16.52,2155,40.19,638,11.9,424,7.91,71,1.32,341,6.36,847,15.8,5362,98.28,55,1.01,39,0.71,5456,100.0,234,234-SANTA JUANA,1096,1096-DEL BIOBIO
DEL BIOBIO,TALCAHUANO,13213,20.96,18990,30.12,6191,9.82,6103,9.68,866,1.37,4567,7.24,13115,20.8,63045,98.91,507,0.8,189,0.3,63741,100.0,235,235-TALCAHUANO,1096,1096-DEL BIOBIO
DEL BIOBIO,TIRUA,581,15.48,1936,51.59,483,12.87,234,6.24,57,1.52,140,3.73,322,8.58,3753,97.63,47,1.22,44,1.14,3844,100.0,210,210-TIRUA,1096,1096-DEL BIOBIO
DEL BIOBIO,TOME,4959,21.84,6873,30.27,3324,14.64,2073,9.13,251,1.11,1424,6.27,3804,16.75,22708,98.58,200,0.87,128,0.56,23036,100.0,236,236-TOME,1096,1096-DEL BIOBIO
DEL BIOBIO,TUCAPEL,830,14.62,1820,32.05,939,16.53,584,10.28,53,0.93,305,5.37,1148,20.21,5679,97.91,60,1.03,61,1.05,5800,100.0,223,223-TUCAPEL,1096,1096-DEL BIOBIO
DEL BIOBIO,YUMBEL,1381,16.05,3275,38.05,1242,14.43,794,9.23,86,1.0,472,5.48,1356,15.76,8606,98.16,89,1.02,72,0.82,8767,100.0,224,224-YUMBEL,1096,1096-DEL BIOBIO
DE LA ARAUCANIA,total,65294,16.58,165988,42.15,48741,12.38,40948,10.4,4069,1.03,21826,5.54,46926,11.92,393792,98.42,3771,0.94,2537,0.63,400100,100.0,-99,total,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,ANGOL,2805,13.26,9972,47.13,2197,10.38,2021,9.55,153,0.72,940,4.44,3070,14.51,21158,98.66,177,0.83,110,0.51,21445,100.0,98,98-ANGOL,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CARAHUE,1226,12.96,3976,42.03,1748,18.48,955,10.1,113,1.19,497,5.25,944,9.98,9459,98.19,90,0.93,84,0.87,9633,100.0,77,77-CARAHUE,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CHOLCHOL,789,15.17,1820,34.99,780,15.0,549,10.56,86,1.65,355,6.83,822,15.8,5201,96.39,129,2.39,66,1.22,5396,100.0,78,78-CHOLCHOL,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,COLLIPULLI,1119,11.89,4949,52.58,923,9.81,676,7.18,89,0.95,486,5.16,1170,12.43,9412,97.8,105,1.09,107,1.11,9624,100.0,99,99-COLLIPULLI,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CUNCO,1091,13.89,3389,43.13,1167,14.85,779,9.91,57,0.73,413,5.26,961,12.23,7857,98.37,77,0.96,53,0.66,7987,100.0,79,79-CUNCO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CURACAUTIN,996,12.99,4160,54.24,840,10.95,605,7.89,59,0.77,353,4.6,657,8.57,7670,98.16,82,1.05,62,0.79,7814,100.0,100,100-CURACAUTIN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,CURARREHUE,548,18.9,1231,42.46,333,11.49,341,11.76,51,1.76,125,4.31,270,9.31,2899,98.5,23,0.78,21,0.71,2943,100.0,80,80-CURARREHUE,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,ERCILLA,485,16.62,1490,51.04,322,11.03,211,7.23,50,1.71,182,6.24,179,6.13,2919,98.22,33,1.11,20,0.67,2972,100.0,101,101-ERCILLA,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,FREIRE,1381,15.01,3631,39.47,1630,17.72,911,9.9,126,1.37,571,6.21,950,10.33,9200,97.77,120,1.28,90,0.96,9410,100.0,81,81-FREIRE,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,GALVARINO,880,17.25,1802,35.32,1134,22.23,364,7.13,73,1.43,376,7.37,473,9.27,5102,97.57,68,1.3,59,1.13,5229,100.0,82,82-GALVARINO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,GORBEA,794,12.17,3155,48.35,841,12.89,805,12.34,40,0.61,228,3.49,663,10.16,6526,98.49,55,0.83,45,0.68,6626,100.0,83,83-GORBEA,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LAUTARO,2171,14.16,6920,45.15,2197,14.33,1281,8.36,144,0.94,785,5.12,1829,11.93,15327,98.3,169,1.08,96,0.62,15592,100.0,84,84-LAUTARO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LONCOCHE,1516,15.99,3501,36.93,1537,16.21,938,9.9,93,0.98,588,6.2,1306,13.78,9479,98.33,87,0.9,74,0.77,9640,100.0,85,85-LONCOCHE,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LONQUIMAY,580,12.72,2144,47.04,880,19.31,326,7.15,32,0.7,169,3.71,427,9.37,4558,96.22,81,1.71,98,2.07,4737,100.0,102,102-LONQUIMAY,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LOS SAUCES,386,11.11,1881,54.15,462,13.3,310,8.92,28,0.81,130,3.74,277,7.97,3474,97.28,48,1.34,49,1.37,3571,100.0,103,103-LOS SAUCES,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,LUMACO,556,13.4,2443,58.9,454,10.95,227,5.47,52,1.25,175,4.22,241,5.81,4148,97.81,42,0.99,51,1.2,4241,100.0,104,104-LUMACO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,MELIPEUCO,362,16.45,944,42.89,328,14.9,199,9.04,26,1.18,95,4.32,247,11.22,2201,97.82,29,1.29,20,0.89,2250,100.0,86,86-MELIPEUCO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,NUEVA IMPERIAL,2196,16.61,4697,35.53,2301,17.4,1191,9.01,178,1.35,1011,7.65,1647,12.46,13221,98.03,164,1.22,102,0.76,13487,100.0,87,87-NUEVA IMPERIAL,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PADRE LAS CASAS,4409,17.18,9271,36.13,2982,11.62,2511,9.79,265,1.03,1852,7.22,4368,17.02,25658,98.3,260,1.0,185,0.71,26103,100.0,88,88-PADRE LAS CASAS,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PERQUENCO,383,13.01,1252,42.51,458,15.55,174,5.91,36,1.22,186,6.32,456,15.48,2945,97.97,39,1.3,22,0.73,3006,100.0,89,89-PERQUENCO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PITRUFQUEN,1573,15.72,4487,44.83,1243,12.42,974,9.73,82,0.82,572,5.72,1077,10.76,10008,98.79,77,0.76,46,0.45,10131,100.0,90,90-PITRUFQUEN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PUCON,2900,23.65,4593,37.46,1089,8.88,1595,13.01,136,1.11,595,4.85,1352,11.03,12260,98.79,93,0.75,57,0.46,12410,100.0,91,91-PUCON,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,PUREN,615,11.68,2644,50.22,924,17.55,398,7.56,49,0.93,230,4.37,405,7.69,5265,98.58,44,0.82,32,0.6,5341,100.0,105,105-PUREN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,RENAICO,445,10.48,1755,41.32,576,13.56,385,9.07,35,0.82,259,6.1,792,18.65,4247,97.7,68,1.56,32,0.74,4347,100.0,106,106-RENAICO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,SAAVEDRA,760,15.13,1581,31.47,1183,23.55,453,9.02,106,2.11,406,8.08,535,10.65,5024,96.62,103,1.98,73,1.4,5200,100.0,92,92-SAAVEDRA,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,TEMUCO,23413,19.56,47003,39.26,12020,10.04,14168,11.83,1206,1.01,6787,5.67,15121,12.63,119718,99.04,796,0.66,367,0.3,120881,100.0,93,93-TEMUCO,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,TEODORO SCHMIDT,749,11.84,2667,42.16,911,14.4,995,15.73,46,0.73,302,4.77,656,10.37,6326,96.89,107,1.64,96,1.47,6529,100.0,94,94-TEODORO SCHMIDT,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,TOLTEN,565,12.68,1858,41.69,631,14.16,645,14.47,44,0.99,254,5.7,460,10.32,4457,97.27,66,1.44,59,1.29,4582,100.0,95,95-TOLTEN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,TRAIGUEN,1273,16.11,3830,48.47,991,12.54,753,9.53,105,1.33,431,5.45,519,6.57,7902,97.78,113,1.4,66,0.82,8081,100.0,107,107-TRAIGUEN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,VICTORIA,1718,11.69,8472,57.64,1477,10.05,1142,7.77,121,0.82,740,5.03,1029,7.0,14699,98.61,127,0.85,80,0.54,14906,100.0,108,108-VICTORIA,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,VILCUN,1444,13.52,4473,41.89,1605,15.03,1208,11.31,100,0.94,548,5.13,1301,12.18,10679,98.16,116,1.07,84,0.77,10879,100.0,96,96-VILCUN,1095,1095-DE LA ARAUCANIA
DE LA ARAUCANIA,VILLARRICA,5166,20.84,9997,40.32,2577,10.39,2858,11.53,288,1.16,1185,4.78,2722,10.98,24793,98.75,183,0.73,131,0.52,25107,100.0,97,97-VILLARRICA,1095,1095-DE LA ARAUCANIA
DE LOS RIOS,total,36981,23.17,52915,33.15,21783,13.65,16277,10.2,2054,1.29,8681,5.44,20911,13.1,159602,98.35,1431,0.88,1243,0.77,162276,100.0,-99,total,1094,1094-DE LOS RIOS
DE LOS RIOS,CORRAL,578,25.5,556,24.53,519,22.89,148,6.53,22,0.97,134,5.91,310,13.67,2267,98.14,19,0.82,24,1.04,2310,100.0,138,138-CORRAL,1094,1094-DE LOS RIOS
DE LOS RIOS,FUTRONO,1008,15.47,2803,43.01,890,13.66,692,10.62,74,1.14,244,3.74,806,12.37,6517,98.35,67,1.01,42,0.63,6626,100.0,139,139-FUTRONO,1094,1094-DE LOS RIOS
DE LOS RIOS,LA UNION,2783,17.35,5954,37.13,2321,14.47,1840,11.47,163,1.02,763,4.76,2212,13.79,16036,98.68,110,0.68,105,0.65,16251,100.0,140,140-LA UNION,1094,1094-DE LOS RIOS
DE LOS RIOS,LAGO RANCO,703,16.35,1740,40.47,655,15.24,475,11.05,51,1.19,188,4.37,487,11.33,4299,97.04,67,1.51,64,1.44,4430,100.0,141,141-LAGO RANCO,1094,1094-DE LOS RIOS
DE LOS RIOS,LANCO,1413,21.24,2312,34.75,981,14.74,561,8.43,78,1.17,309,4.64,1000,15.03,6654,98.11,59,0.87,69,1.02,6782,100.0,142,142-LANCO,1094,1094-DE LOS RIOS
DE LOS RIOS,LOS LAGOS,1476,19.35,2851,37.38,1055,13.83,698,9.15,60,0.79,396,5.19,1091,14.3,7627,98.3,72,0.93,60,0.77,7759,100.0,143,143-LOS LAGOS,1094,1094-DE LOS RIOS
DE LOS RIOS,MAFIL,479,14.34,1292,38.68,423,12.66,283,8.47,29,0.87,187,5.6,647,19.37,3340,97.75,38,1.11,39,1.14,3417,100.0,144,144-MAFIL,1094,1094-DE LOS RIOS
DE LOS RIOS,MARIQUINA,1520,19.58,2346,30.21,1226,15.79,667,8.59,72,0.93,391,5.04,1543,19.87,7765,98.33,71,0.9,61,0.77,7897,100.0,145,145-MARIQUINA,1094,1094-DE LOS RIOS
DE LOS RIOS,PAILLACO,1428,17.03,3333,39.74,1171,13.96,802,9.56,94,1.12,333,3.97,1226,14.62,8387,98.2,81,0.95,73,0.85,8541,100.0,146,146-PAILLACO,1094,1094-DE LOS RIOS
DE LOS RIOS,PANGUIPULLI,2368,17.61,4899,36.42,1954,14.53,1329,9.88,169,1.26,896,6.66,1835,13.64,13450,97.34,204,1.48,164,1.19,13818,100.0,147,147-PANGUIPULLI,1094,1094-DE LOS RIOS
DE LOS RIOS,RIO BUENO,2106,15.95,5283,40.02,2025,15.34,1380,10.45,150,1.14,583,4.42,1673,12.67,13200,97.08,134,0.99,263,1.93,13597,100.0,148,148-RIO BUENO,1094,1094-DE LOS RIOS
DE LOS RIOS,VALDIVIA,21119,30.14,19546,27.9,8563,12.22,7402,10.57,1092,1.56,4257,6.08,8081,11.53,70060,98.89,509,0.72,279,0.39,70848,100.0,149,149-VALDIVIA,1094,1094-DE LOS RIOS
DE LOS LAGOS,total,66520,20.42,105763,32.47,47913,14.71,35552,10.92,4027,1.24,17508,5.38,48408,14.86,325691,98.43,2739,0.83,2468,0.75,330898,100.0,-99,total,1093,1093-DE LOS LAGOS
DE LOS LAGOS,ANCUD,3793,24.27,4372,27.97,2350,15.04,1827,11.69,230,1.47,938,6.0,2120,13.56,15630,98.4,123,0.77,131,0.82,15884,100.0,342,342-ANCUD,1093,1093-DE LOS LAGOS
DE LOS LAGOS,CALBUCO,2162,19.39,3387,30.37,1432,12.84,1099,9.85,154,1.38,710,6.37,2208,19.8,11152,97.32,141,1.23,166,1.45,11459,100.0,118,118-CALBUCO,1093,1093-DE LOS LAGOS
DE LOS LAGOS,CASTRO,4868,27.65,4448,25.27,2414,13.71,1868,10.61,320,1.82,954,5.42,2733,15.52,17605,98.48,149,0.83,123,0.69,17877,100.0,109,109-CASTRO,1093,1093-DE LOS LAGOS
